기관,대분류 테마,중분류 테마,해당 문장 발췌,,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"""기본적으로 오류가 많을 것 같고, 그거보다는 보통은 대부분의 우리 연구원에서 연구를 하는 목적은 논문을 쓰기 위한 경우는 잘 없거든요. 그러니까 일단 좋은 특허를 만들어서 그거를 기술 이전해서 그 기술 이전해간 그 기업에서 그걸 가지고 사업화를 하는 게 가장 바람직한 시나리오거든요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"""NCC라고 내셔널 컬래버레이션 센터라는 걸 지정을 해서 이제 산업부는 우리 기업들을 지원하는 데니까, 우리 기업들이 해외 진출을 할 수 있게."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"""그래서 그런 과정 속에서 그렇게 돼서 국제 공동 연구를 바탕으로 나름 큰 기술 이전을 실시를 했죠."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"""또 이제 국제적으로 이 KRICT가 뭐 어떻다 이런 것들은 우리 연구자들이 다 해외 학회에 가서 발표도 하고 뭐 이런저런 것들을 해야 좀 뭔가가 한국에서 화연이, 카이스트 말고 화연도 있구나 뭐 이렇게 알지. 안 그러면 그냥 지금의 화연만큼 그렇게 잘 세계적으로 알려지기는 쉽지 않을 것 같아요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"""저는 과학적인 성과보다는 약간 양국 간의 관계를 쌓는 거에 도움이 되는 것 같고, 그리고 그 나라에서 우리나라, 그리고 우리 기관의 위상을 좀 높일 수 있는 그런 쪽을 성과로 보는 게 맞지 않을까."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,공동 연구,"""그래서 이제 그 국제공동연구 틀 안에서 마침 제가 있던 미국 NIH 하고 화학연구원하고 또 연세대학교 이렇게 컨소시엄으로 해서 국제 공동 연구하는 그런 프로젝트를 몇 년 했었고요, 그리고 이제 그거는 결핵 신약 개발 관련된 그런 연구를 했었고, 그 다음에는 이제 한 2018년 정도 그 정도에 한 2-3년 정도 벨기에 VIB라는 그런 연구소...거기랑 같이 신약 개발 관련된 공동 연구를..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,공동 연구,"""...우리 원내에 국제 공동 연구를 이렇게 지원해 주는 그런 사업이 있습니다."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,공동 연구,"""저희 자체 예산으로 활용하는 국제 공동 연구 프로그램이고, 이 협력 단계에 따라서 파트너를 발굴하는 사업도 있고, 그리고 초기에 파트너를 처음 만나서 네트워킹하고 그리고 과제 기획하는 그런 과제도 있고, 어느 정도 기획이 됐다 그러면 실제 공동 연구를 할 수 있는 GO-KRICT까지 이렇게 운영을 하고 있습니다."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,공동 연구,"""한 10년 전 그럴 때 이제 저희 팀은 아니지만 저희 옆 팀에 NOVATIS랑 같이 공동 연구를 한 적이 있어요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""그런 거 말고도 인력 교류라든가 아니면 저희 또 크게 ODA 사업 하나 하고 있는 게 있는데요, 우즈베키스탄의 화학연구원을 설립해 주는 그런 우즈벡 화학연구원 설립 사업을 저희가 하고 있습니다."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""코이카 사업은 좀 소프트웨어적으로 인력 개발하고, 저희 예를 들어서 지금 UST 학생으로 받아가지고 석박사"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""맞아요. 사실 ODA라는 게 우리가 가지고 있는 기술을 어떻게 보면 좀 이렇게 가르쳐주고 베푸는 약간 그런 컨셉이잖아요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""그리고 이제 ODA 사업 되게 중요하잖아요. 그러니까 우리도 옛날에 ODA 지원받던 나라고, 그러니까 그런 차원에서는 이제 우리가 지금은, 아니 이제 ODA 차원에서도 좀 우리보다 수준이 떨어지는 나라랑 국제 공동 연구 뭐 이런 거, 약간 도와주는 차원에서. 그런 것도 생각해 봄직한 것 같아요, 어느 포션은."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""이제 우즈백 대통령 정상회담 때 뭐 이런 수요를 말씀을 하셔가지고 우리나라에도 이런 화학연을 지었으면 좋겠다라고 말씀을 하셔서, 이제 코이카 무상이랑 이제 세계은행 EDCF 유상 사업이랑 이렇게 두 가지로 합쳐서 유무상 ODA 사업을 하게 된 거고"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,"""근데 이게 기관 특성에 따라서 국제 협력의 이제 방향도 되게 다른 것 같아요. 아까 말씀하셨던 것처럼 천문연이나 항우연 아니면 원자력 같은 데는, 국제기구랑 좀 많이 하는 데가 표준연."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,"""그전에 이제 뭐 IUPAC 그런 게 이제 한국에서 할 때 그런 거 할 때 좀 했고, 그 다음에는 이제 뭐 국제 공동 관련해서 화학 특화된 거는 IUPAC 말고는 뭐 다 그냥 소규모 학회 같은 거기 때문에 우리 기관 차원에서 참여하는 거는 잘 없는 것 같고."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,인프라 활용 및 공유,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,인력 교류,"""그런 거 말고도 인력 교류라든가 아니면 저희 또 크게 ODA 사업 하나 하고 있는 게 있는데요..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,인력 교류,"""코이카 사업은 좀 소프트웨어적으로 인력 개발하고, 저희 예를 들어서 지금 UST 학생으로 받아가지고 석박사"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,인력 교류,"""마지막으로 GO-KRICT는 이제 실제로 연구를 할 수 있는 그런 건데, 원래 저희가 GO-KRICT도 하나만 있다가 올해는 GO-KRICT 2라고 해서 1은 시드형... 근데 전략형은 인력 교류를 필수 포함으로 해가지고 휠씬 더 많은 예산을 투자하고 3년짜리로 해서..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,인력 교류,"""그럼 인력 교류를 필수로 한다는 거는 이렇게 정기적으로 뭐 한두 달씩 가서 근무를 하는 그런 건가요?"" ""그쪽이 오든, 우리가 가든 뭐 이런 식으로 하는데, 어느 정도 총 기간 동안 교류하고 있는 기간이 어느 정도 이상은 되어야 한다 이런"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""그럼 그럴 때는 보통 체코의 카운터 파트랑 원래 이렇게 아는 사람이 있거나 아니면은 어떤 기존의 MOU가 있었거나 그런 식으로 되나요?"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""공동 연구를 할 때는 항상 협약을 먼저 맺어요. 그래서 협약을 맺을 때 지분 관계도 항상 얘기를 하고, 그래서 그런 것들이 일단 가장 선행돼야 되는 조건이죠."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""...해외에 있는 유수 대학들 연구 기관들을 저희처럼 이제 NCC 같이 GITCC라는 이름으로 지정을 해서 저희 NCC 기관이랑 또 파트너링을 맺었어요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,기술이전 및 라이선싱,"""그러니까 일단 좋은 특허를 만들어서 그거를 기술 이전해서 그 기술 이전해간 그 기업에서 그걸 가지고 사업화를 하는 게 가장 바람직한 시나리오거든요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,기술이전 및 라이선싱,"""그래서 제가 연구한 결과를 그런 파트너링 이벤트에 가서 이제 1:1로 어떤 a 기업, b기업이랑 이렇게 미팅을 하는 거죠. 그래서 제가 소개를 하고 그러면 그쪽에서 데이터를 보고 그걸 바탕으로 그거 같이 공동 연구도 할 수 있는 거고, 아니면 기술 이전을 할 수도 있고, 이런 식으로..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,2. 국제협력의 유형 및 방식,기술이전 및 라이선싱,"""그래서 그런 과정 속에서 그렇게 돼서 국제 공동 연구를 바탕으로 나름 큰 기술 이전을 실시를 했죠."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""우리는 이제 중소기업을 궁극적으로 도와주는 게 우리의 가장 기관 고유 임무 중에 하나니까 그런 차원에서는 이제 논문이 우선순위가 될 수 없다."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""기관 특성에 따라서 국제 협력의 이제 방향도 되게 다른 것 같아요. 아까 말씀하셨던 것처럼 천문연이나 항우연 아니면 원자력 같은 데는, 국제기구랑 좀 많이 하는 데가 표준연."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""왜냐하면 진짜 화학이 분야가 너무 다양하다 보니까 표준이면 표준, 원자력이면 원자력, 이런 그런 특수성을 띤 기구들이 있는데 화학은 진짜 말씀하신 IUPAC 말고는 너무 광범위해가지고 그런 게 있을 수도 없을 것 같아요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""그래서 이제 이게 요새 과제를 지원하면 이런 거를 체크하게 돼 있는데, 예를 들어서 저는 신약 개발이면 첨단 바이오를 선택한 다음에, 그 다음에 선택할 게 없는 거예요. 그러니까 18, 19, 20, 21 중에 선택을 해야 되는데 그게 다 애매한 거야."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""...아니면은 물론 모든 이런 저기 행정적인 거는 다 NRF에서 주로 하고 이제 그 위에서, 양쪽 과기부에서 이렇게 뭔가 그런 약간 탑다운식으로 그렇게 하는 경우가 많이 있는 것 같습니다."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""NST도 그렇고 저희는 KIAT, 산업부"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""한미 과기공동위, 한일 과기공동위 그런 것들이 정부에서 이렇게 한다고 의제를 좀 발굴해 달라고 하면은 저희가 연구원들에게 요청을 해서 그런 아이템이 있는지 그걸 제안하기도 하고 했습니다."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""어쨌든 저희는 정부 출연 연구원이다 보니까 기관 자체적인 정책이, 어쨌든 정부 정책을 따르고 정부 정책에 따른 기관 운영 계획이나 이런 걸 따르고, 저희 국제협력 계획이나 전략 같은 것도 그런 걸 다 얼라이언스 해서 진행을 하는 편인데..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""KIAT에서 이제 국제 협력 한창 많이 하라고 할 때, 여러 가지 국제 협력 그런 사업들을 내놨어요."" ""그래서 저희 연구원도 그때 NCC로 지정이 돼서 지금 활동을 하고 있고"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"인터뷰 질문: ""예. 그러면 그 글로벌 협력실에서 하는 거는 그거를 좀 이렇게 facilitate 하는 건가요? 아니면 보통...어떤 국제협력실은 그런 이벤트성으로...어떤 데는 말 그대로 기획 같이 국제 협력 과제를 발굴하는 데도 있고..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""저희 자체 예산으로 활용하는 국제 공동 연구 프로그램이고, 이 협력 단계에 따라서 파트너를 발굴하는 사업도 있고...과제 기획하는 그런 과제도 있고...실제 공동 연구를 할 수 있는 GO-KRICT까지 이렇게 운영을 하고 있습니다."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""KGRC, 그러니까 처음에 파트너 발굴 사업이라고 하는 거는...해외 파트너랑 좀 협력이 필요한데 어디가 잘하고 있는지를 좀 체계적으로 알기 위해서 저희가 외부 분석 전문 업체를 활용해서 특허랑 논문 분석"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""마지막으로 GO-KRICT는 이제 실제로 연구를 할 수 있는 그런 건데, 원래 저희가 GO-KRICT도 하나만 있다가 올해는 GO-KRICT 2라고 해서 1은 시드형...근데 전략형은 인력 교류를 필수 포함으로 해가지고 휠씬 더 많은 예산을 투자하고 3년짜리로 해서..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""업무 분담이 저희가 지금 현재로 아까 우즈베키스탄 ODA 사업 담당하시는 책임 행정원 한 분이 계시고요, 그 외에 국제 협력을 제가 하고 있고, 저희 계약직 직원 2명이 있어서..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""...좋은 특허를 만들어서 그거를 기술 이전해서 그 기술 이전해간 그 기업에서 그걸 가지고 사업화를 하는 게 가장 바람직한 시나리오거든요. 물론 논문을 위한 연구도 하죠. 이제 아카데믹하게 의미가 있으니까. 그렇지만 국가 연구소인 이 상황에서는 논문이 우리의 가장 우선순위는 아니거든요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""그러면 특허를 낼 때, 그 지분 관계. 그게 더 중요하다고 생각해요."" ""그래서 국제 공동 연구를 하려면 그게 또 가장 큰 허들 중에 하나예요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""...저희 신약 같은 경우는 글로벌 빅파마랑 이렇게 파트너링 하는 경우, 이벤트가 많이 있어요...왜냐하면 제약 산업은 아무래도 다른 반도체 이런 거에 비해서는 우리나라가 선진국은 또 아니니까. 그런 차원에서는 우리가 약간은 기술이 좀 떨어지는 그런 분야에서는 그런 어떤 수요가 많을 것 같아요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""왜냐하면 결국은 기업에서 사업화하려면 특허를 사 가지, 논문을 사가는 건 아니죠. 경쟁력 있는 특허."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""특허를 다 확보해 놓은 다음에 특허에 있는 데이터를 좀 추려서 이렇게 논문을 내니까"" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,4. 국제협력의 주요 애로사항 및 장애물,정책의 비일관성 및 불안정성,"""그리고 지난 정부에서 이렇게 갑자기 국제 공동 연구를 많이 해야 된다는 식으로 막 이렇게 획일적으로 몰아붙였던 게 있었는데, 어디 예를 들어서 보스턴 지정해 가지고 이런 식으로 이런 것들은 진짜 지양해야 되는 거거든요."" ",,,,,,,,,,,,,,,,,,,,,,
